id,created_at,type,consumption_date_year,consumption_date_month,consumption_id,start_date,end_date,report_year,updated_at,domain_id,consumer_id,consumer_type,country_id,currency_id,location_type_id,fleet,main_engine_type,vehicle_type_id,fuel_type_id,ghg_protocol_scope,consumption_date_qtr,consumption_date_yq,consumption_date_ym,base_monthly_consumption,base_monthly_cost,monthly_consumption,monthly_cost,monthly_nb_employee,monthly_area
257,10/30/2015 02:27:11,hybrid,18,9,8,7/17/2000,1/31/2022,87,3/3/2015 08:02:32,30,14,varchar(255),8,5,73,varchar(255),all-wheel drive,57,6,96,27,47,21,35836,724,60083,10437,86.54,North America Office
258,3/12/2006 09:59:53,diesel,24,18,46,3/29/2023,4/11/2007,63,11/18/2021 03:52:30,76,44,varchar(255),1,2,77,varchar(255),all-wheel drive,40,33,49,69,50,16,80257,2950,96059,14838,77.2,Europe Regional
259,6/20/2015 02:56:14,gasoline,40,63,76,2/11/2006,1/24/2017,79,8/16/2009 16:25:13,8,26,varchar(255),15,87,57,varchar(255),rear-wheel drive,11,7,20,2,90,71,1815,11732,66547,10587,29.94,North America Office
260,7/10/2000 01:18:43,hybrid,11,28,60,10/26/2010,5/31/2023,20,3/7/2012 07:59:04,11,85,varchar(255),4,78,34,varchar(255),all-wheel drive,47,48,8,68,33,17,16012,15434,89671,8441,66.42,SEA Regional Office
261,9/23/2008 16:57:06,gasoline,81,25,21,2/18/2008,1/20/2000,71,11/2/2018 14:35:49,90,47,varchar(255),1,56,11,varchar(255),front-wheel drive,46,23,19,55,26,43,71596,7112,80247,16127,14.8,GHG Emission
262,1/12/2011 18:45:12,hybrid,39,40,25,12/9/2017,3/21/2008,54,10/28/2017 07:10:57,88,71,varchar(255),4,50,31,varchar(255),front-wheel drive,89,22,7,96,87,61,88861,3436,96220,16011,14.45,Asia Regional Office
263,5/12/2011 18:55:24,electric,55,88,93,5/18/2008,7/12/2002,41,2/22/2023 08:59:32,80,48,varchar(255),8,56,4,varchar(255),rear-wheel drive,62,88,67,59,11,62,59623,11735,13729,9376,97.43,GHG Emission
264,9/4/2000 17:09:32,gasoline,100,95,17,2/25/2021,5/15/2023,41,7/2/2010 07:18:41,6,48,varchar(255),14,13,21,varchar(255),rear-wheel drive,73,8,6,18,97,39,9270,17308,35154,12159,39.84,North America Office
265,5/26/2014 22:36:22,hybrid,85,34,1,1/12/2021,2/14/2020,93,9/5/2003 05:45:41,11,64,varchar(255),4,34,52,varchar(255),all-wheel drive,34,61,47,85,41,57,98608,12743,44237,11569,47.68,Europe Regional
266,4/16/2002 16:12:14,diesel,17,99,30,7/30/2009,10/8/2001,96,9/19/2021 11:09:03,51,78,varchar(255),10,91,73,varchar(255),front-wheel drive,1,33,34,54,55,22,16604,13154,1709,19292,47.67,Asia Regional Office
267,8/23/2002 23:07:22,gasoline,61,24,82,1/18/2006,5/29/2011,81,12/10/2019 23:46:07,96,34,varchar(255),1,58,24,varchar(255),front-wheel drive,6,96,11,70,52,13,67582,14245,2955,6985,11.49,GHG Emission
268,10/3/2014 18:56:02,diesel,73,2,73,12/12/2018,9/30/2012,79,8/25/2020 09:33:47,7,13,varchar(255),12,40,9,varchar(255),four-wheel drive,38,19,80,100,97,15,59354,16138,34617,1220,16.9,Asia Regional Office
269,4/10/2004 15:11:46,electric,34,19,27,2/19/2013,5/25/2018,47,3/27/2010 10:26:53,54,46,varchar(255),5,8,24,varchar(255),four-wheel drive,54,10,85,6,88,79,61008,12650,43253,6369,95.16,SEA Regional Office
270,5/12/2022 09:32:42,electric,58,49,83,11/7/2016,5/9/2023,28,3/4/2011 06:31:56,91,3,varchar(255),12,26,26,varchar(255),four-wheel drive,72,6,17,67,67,80,54782,19954,77440,19042,69.79,SEA Regional Office
271,10/11/2020 21:56:07,diesel,4,97,41,4/4/2012,11/22/2012,89,4/18/2001 04:22:12,81,2,varchar(255),15,92,41,varchar(255),front-wheel drive,51,85,70,21,50,86,31142,4121,57038,14448,58.51,North America Office
272,10/14/2004 03:06:13,hybrid,71,67,8,7/30/2008,4/28/2002,7,3/15/2013 13:36:05,88,27,varchar(255),8,80,95,varchar(255),all-wheel drive,28,66,61,96,96,74,36999,13246,68567,2741,56.82,North America Office
273,7/17/2023 06:52:16,hybrid,95,10,82,11/27/2012,11/16/2008,91,3/5/2005 17:10:56,7,93,varchar(255),9,11,43,varchar(255),rear-wheel drive,63,31,79,75,38,21,16596,14583,34906,10600,15.41,GHG Emission
274,10/30/2015 05:42:24,electric,91,55,69,10/19/2013,8/6/2023,29,6/4/2016 07:23:09,28,59,varchar(255),11,98,87,varchar(255),four-wheel drive,32,96,16,90,69,25,66885,7652,49891,11536,59.13,Asia Regional Office
275,10/21/2010 06:21:14,electric,24,28,4,1/28/2013,7/11/2002,23,11/6/2000 19:27:33,88,29,varchar(255),5,76,92,varchar(255),front-wheel drive,61,23,78,47,74,16,13398,10698,15410,10940,99.36,Europe Regional
276,9/24/2004 06:10:37,diesel,97,10,75,9/11/2007,8/17/2003,51,1/12/2020 14:16:17,48,63,varchar(255),4,75,51,varchar(255),four-wheel drive,76,2,6,80,99,77,84686,12139,50251,11329,58.55,Asia Regional Office
277,9/3/2016 16:19:10,electric,12,25,42,6/22/2000,2/15/2019,32,11/9/2013 09:17:17,39,5,varchar(255),15,20,40,varchar(255),rear-wheel drive,67,47,35,16,56,64,49500,262,87355,4582,97.93,SEA Regional Office
278,3/25/2012 00:30:23,hybrid,55,54,52,8/13/2006,10/6/2020,9,8/22/2009 00:54:38,98,31,varchar(255),2,76,38,varchar(255),all-wheel drive,94,19,49,53,58,53,41455,8044,54909,19878,3.02,SEA Regional Office
279,6/27/2003 08:38:19,hybrid,100,7,10,12/12/2009,10/1/2022,29,5/8/2010 01:58:28,67,70,varchar(255),8,59,90,varchar(255),all-wheel drive,51,98,53,1,30,39,59751,11166,85854,4320,6.26,SEA Regional Office
280,10/18/2003 09:43:08,diesel,87,81,24,3/2/2003,11/19/2017,77,9/28/2013 11:02:28,93,75,varchar(255),1,25,86,varchar(255),four-wheel drive,81,53,8,94,25,87,75181,4787,35814,4860,60.89,Asia Regional Office
281,7/26/2017 09:40:41,electric,38,37,5,6/23/2015,6/12/2017,13,2/8/2004 11:58:42,5,6,varchar(255),14,53,26,varchar(255),four-wheel drive,88,88,95,10,34,56,72168,12273,72559,16101,37.64,SEA Regional Office
282,3/8/2015 09:30:56,electric,22,5,96,1/6/2019,5/6/2007,36,8/9/2021 07:07:11,13,73,varchar(255),1,57,42,varchar(255),rear-wheel drive,3,5,51,53,55,2,44841,424,1158,16531,48.03,SEA Regional Office
283,5/18/2003 00:02:27,diesel,34,30,91,2/15/2009,3/8/2001,96,1/15/2015 08:56:54,43,49,varchar(255),10,24,25,varchar(255),rear-wheel drive,92,46,67,55,81,29,27575,16923,82523,11402,65.68,Europe Regional
284,11/3/2017 19:28:03,gasoline,12,96,44,8/7/2013,1/8/2005,19,12/5/2021 10:20:42,92,15,varchar(255),10,89,14,varchar(255),front-wheel drive,64,79,84,39,53,60,9029,9214,7515,9576,73.0,North America Office
285,7/23/2012 15:17:57,hybrid,93,59,50,4/27/2018,3/24/2000,72,7/16/2003 19:12:47,71,92,varchar(255),9,88,77,varchar(255),four-wheel drive,98,27,49,94,36,100,56416,3997,86047,18671,49.42,SEA Regional Office
286,8/9/2020 19:44:03,gasoline,69,2,87,2/27/2013,7/10/2010,80,12/14/2003 09:12:38,24,52,varchar(255),3,62,21,varchar(255),rear-wheel drive,35,60,7,15,36,64,11051,12555,61268,13095,53.29,North America Office
287,11/10/2014 04:22:15,hybrid,25,37,52,9/5/2017,7/14/2008,84,10/23/2022 16:53:45,84,27,varchar(255),2,46,15,varchar(255),front-wheel drive,100,8,3,47,98,7,87778,14768,97616,12151,89.33,GHG Emission
288,7/3/2008 00:05:23,diesel,48,42,20,4/27/2005,12/3/2010,73,7/19/2000 12:16:44,56,94,varchar(255),13,33,95,varchar(255),four-wheel drive,55,39,34,41,90,69,90455,18492,65013,19228,62.59,Europe Regional
289,4/11/2008 23:15:55,gasoline,45,81,87,6/10/2023,9/6/2018,64,9/27/2011 21:15:47,100,100,varchar(255),8,63,84,varchar(255),front-wheel drive,15,88,47,83,57,58,46456,6644,9554,17407,69.99,Europe Regional
290,11/18/2022 20:51:40,gasoline,41,31,30,1/31/2002,1/2/2004,2,4/30/2012 11:08:46,91,100,varchar(255),3,97,63,varchar(255),rear-wheel drive,75,69,16,1,16,68,11007,13189,71839,1414,39.51,North America Office
291,8/27/2014 03:10:21,gasoline,92,34,90,3/4/2021,5/24/2010,83,5/4/2018 07:25:15,28,92,varchar(255),4,80,81,varchar(255),four-wheel drive,38,13,74,6,74,62,88336,12659,5594,14931,23.46,Europe Regional
292,8/6/2001 01:59:50,diesel,13,48,32,11/17/2007,1/16/2002,32,7/11/2017 20:02:52,10,45,varchar(255),1,17,22,varchar(255),four-wheel drive,84,44,7,61,63,53,86409,4287,43566,17571,88.91,Asia Regional Office
293,8/4/2022 16:26:52,diesel,89,50,59,11/14/2019,5/7/2010,90,5/7/2010 03:24:17,96,83,varchar(255),15,22,66,varchar(255),rear-wheel drive,25,59,85,21,77,55,90229,12486,24679,12256,5.95,North America Office
294,10/2/2015 19:48:47,hybrid,20,29,82,3/9/2022,12/23/2007,35,2/5/2022 01:39:54,48,27,varchar(255),2,63,59,varchar(255),all-wheel drive,26,34,95,37,3,34,61261,2879,47945,8796,61.78,SEA Regional Office
295,9/29/2017 14:31:22,hybrid,95,15,70,3/9/2021,3/4/2010,95,4/10/2005 17:29:52,84,45,varchar(255),14,71,23,varchar(255),four-wheel drive,66,68,43,98,37,94,61297,11641,65875,3778,93.1,North America Office
296,1/9/2007 10:24:59,diesel,7,17,12,12/19/2006,8/2/2023,99,12/30/2019 11:13:51,91,91,varchar(255),4,59,50,varchar(255),all-wheel drive,100,72,35,52,78,99,7241,10438,24855,11563,93.08,SEA Regional Office
297,6/19/2006 18:54:49,hybrid,31,92,48,5/1/2022,2/15/2011,60,3/16/2019 00:48:41,78,81,varchar(255),2,43,18,varchar(255),front-wheel drive,79,98,2,5,98,43,75214,14,87132,12498,30.71,SEA Regional Office
298,7/18/2017 09:47:34,diesel,99,80,48,9/14/2021,4/22/2004,87,3/3/2020 15:43:12,81,58,varchar(255),1,7,77,varchar(255),four-wheel drive,68,82,50,37,61,93,1903,4848,5436,13685,56.02,SEA Regional Office
299,3/22/2021 13:29:18,diesel,26,52,63,6/14/2011,3/24/2008,51,9/22/2017 16:10:18,93,43,varchar(255),11,70,39,varchar(255),rear-wheel drive,94,23,76,56,34,31,23950,1946,65296,14996,73.44,SEA Regional Office
300,4/23/2020 00:59:16,hybrid,42,29,65,5/16/2012,9/23/2006,31,10/6/2016 23:51:32,87,38,varchar(255),7,47,84,varchar(255),front-wheel drive,82,5,39,90,45,80,48273,10699,79349,7505,71.17,SEA Regional Office
301,11/25/2015 03:36:20,electric,61,9,79,8/6/2021,6/5/2010,30,8/17/2002 13:31:55,32,46,varchar(255),11,9,27,varchar(255),front-wheel drive,84,75,73,23,54,10,56890,3942,4213,19480,50.39,SEA Regional Office
302,6/17/2010 22:09:09,gasoline,14,10,45,3/24/2003,11/9/2009,25,4/28/2005 14:03:43,48,47,varchar(255),13,94,48,varchar(255),front-wheel drive,34,99,26,90,66,39,66445,12908,6832,17329,74.34,Asia Regional Office
303,2/20/2005 03:33:35,diesel,2,70,53,3/18/2011,10/26/2013,86,1/25/2004 16:06:04,69,20,varchar(255),1,36,19,varchar(255),all-wheel drive,89,48,35,86,57,10,12434,12575,33747,11741,56.48,Asia Regional Office
304,1/17/2004 17:20:59,gasoline,69,10,46,6/25/2017,1/8/2011,62,5/1/2018 10:58:49,78,86,varchar(255),2,52,35,varchar(255),rear-wheel drive,66,51,66,65,51,83,82588,11358,54062,1260,26.07,Asia Regional Office
305,4/16/2013 13:11:48,hybrid,92,64,12,6/19/2006,10/26/2015,7,12/19/2010 17:05:32,57,66,varchar(255),14,15,34,varchar(255),rear-wheel drive,76,99,44,9,38,4,57103,12577,86015,6186,91.74,SEA Regional Office
306,1/20/2009 10:24:48,diesel,92,13,35,10/25/2019,8/25/2022,38,1/29/2006 03:34:48,29,88,varchar(255),10,75,17,varchar(255),front-wheel drive,10,91,92,21,97,91,78520,16347,84669,19355,92.98,Asia Regional Office
307,6/17/2003 16:21:58,gasoline,83,49,97,7/17/2005,5/8/2013,62,8/9/2016 19:36:34,57,64,varchar(255),11,79,15,varchar(255),all-wheel drive,50,65,43,9,49,74,84962,7192,49012,17762,55.63,Europe Regional
308,4/9/2019 06:02:55,gasoline,57,9,92,9/30/2007,12/26/2018,36,12/23/2013 06:22:05,4,90,varchar(255),13,76,63,varchar(255),rear-wheel drive,97,43,5,8,57,21,31546,17691,97398,13937,5.02,SEA Regional Office
309,10/20/2002 09:12:37,hybrid,5,12,68,11/6/2014,4/14/2005,67,5/1/2002 16:05:49,48,91,varchar(255),14,74,9,varchar(255),all-wheel drive,34,19,85,96,61,71,33971,12825,96113,7742,77.92,Asia Regional Office
310,10/9/2014 10:38:01,gasoline,83,67,91,5/30/2000,6/15/2012,39,8/16/2001 02:29:29,31,22,varchar(255),13,46,67,varchar(255),four-wheel drive,26,51,87,30,81,10,64922,17047,88951,18985,39.34,North America Office
311,3/31/2015 15:44:16,hybrid,54,58,8,3/21/2015,1/23/2006,43,5/9/2001 15:14:40,61,90,varchar(255),3,8,12,varchar(255),rear-wheel drive,90,15,98,44,50,27,26529,616,19648,7410,6.07,Europe Regional
312,9/16/2007 23:44:38,hybrid,73,14,2,2/11/2010,12/15/2016,86,4/15/2016 12:44:13,39,65,varchar(255),8,94,11,varchar(255),rear-wheel drive,32,24,97,29,64,54,61887,16888,58647,8372,58.2,GHG Emission
313,7/26/2022 14:14:18,gasoline,32,54,22,6/13/2013,6/6/2001,76,6/25/2003 12:54:07,57,54,varchar(255),14,48,4,varchar(255),all-wheel drive,11,49,62,21,86,36,85661,11538,97260,6111,85.47,Asia Regional Office
314,12/4/2001 12:54:36,hybrid,20,34,97,2/19/2011,5/8/2022,43,8/28/2021 22:15:38,8,45,varchar(255),10,71,100,varchar(255),four-wheel drive,96,64,53,37,8,78,55540,17579,4942,14722,82.63,Asia Regional Office
315,4/22/2017 04:14:08,electric,25,82,88,4/12/2005,7/10/2012,33,2/27/2017 09:04:07,45,81,varchar(255),4,63,5,varchar(255),rear-wheel drive,80,39,98,23,30,17,26626,13468,39,11345,68.59,GHG Emission
316,4/16/2019 14:50:42,electric,85,78,32,7/31/2020,12/18/2003,40,3/8/2009 12:57:05,89,55,varchar(255),9,61,93,varchar(255),four-wheel drive,82,52,35,22,17,64,88211,15622,1868,9992,1.2,SEA Regional Office
317,3/15/2018 20:57:26,gasoline,45,21,83,2/28/2020,4/27/2009,73,5/16/2009 06:36:20,56,46,varchar(255),1,48,37,varchar(255),all-wheel drive,72,4,15,27,93,22,22727,7896,25381,4347,14.43,Asia Regional Office
318,5/18/2001 10:17:39,electric,97,58,98,6/23/2012,12/13/2015,15,1/5/2018 09:14:00,99,96,varchar(255),1,18,55,varchar(255),four-wheel drive,19,89,11,10,49,30,6210,11748,75270,3229,95.7,GHG Emission
319,11/14/2011 19:22:49,gasoline,3,11,31,4/9/2017,3/18/2021,61,6/7/2007 03:08:19,86,32,varchar(255),11,34,34,varchar(255),four-wheel drive,21,13,44,55,63,5,28629,19710,48515,14972,52.63,SEA Regional Office
320,5/21/2014 19:25:11,hybrid,81,90,82,8/24/2012,6/17/2019,62,2/7/2008 13:02:45,10,45,varchar(255),11,43,44,varchar(255),four-wheel drive,98,67,19,75,99,12,9766,2798,84594,3293,17.02,GHG Emission
321,4/19/2002 19:04:05,hybrid,9,18,8,8/12/2013,7/31/2017,75,11/21/2002 07:25:14,92,83,varchar(255),7,61,81,varchar(255),all-wheel drive,10,32,67,23,83,90,23205,18907,12872,13835,29.36,Europe Regional
322,1/11/2006 04:43:16,hybrid,69,46,12,8/29/2022,3/16/2001,39,3/15/2002 05:25:21,67,89,varchar(255),15,91,53,varchar(255),rear-wheel drive,34,29,68,7,76,36,44933,9358,65415,2685,13.39,GHG Emission
323,10/8/2015 07:19:39,gasoline,35,41,35,1/23/2022,5/2/2001,29,8/30/2022 03:59:17,94,10,varchar(255),2,17,76,varchar(255),rear-wheel drive,69,88,65,22,62,43,85578,2404,60644,7582,19.97,North America Office
324,5/20/2008 00:16:36,gasoline,91,28,8,5/16/2013,1/17/2017,73,7/16/2012 00:54:00,71,44,varchar(255),6,54,50,varchar(255),four-wheel drive,11,51,40,32,11,44,76618,2389,67700,8177,49.94,North America Office
325,7/30/2007 06:51:28,gasoline,88,66,26,9/8/2023,8/25/2015,85,1/29/2023 05:46:10,54,68,varchar(255),5,99,28,varchar(255),four-wheel drive,55,47,22,39,3,56,31104,12848,67809,17765,86.14,Europe Regional
326,1/27/2014 02:48:18,diesel,95,99,34,5/26/2017,11/29/2022,4,12/22/2004 05:22:22,66,83,varchar(255),2,32,40,varchar(255),all-wheel drive,28,64,83,42,56,58,72486,1038,40111,15269,12.47,GHG Emission
327,7/16/2000 13:47:14,gasoline,96,51,16,12/20/2011,7/8/2009,96,1/1/2009 00:07:09,56,71,varchar(255),12,2,11,varchar(255),front-wheel drive,45,43,87,11,2,67,68875,7536,7546,2010,18.88,GHG Emission
328,11/21/2012 00:57:32,diesel,67,21,61,8/26/2013,9/20/2023,49,8/30/2022 17:05:17,27,6,varchar(255),7,73,19,varchar(255),all-wheel drive,44,88,83,34,74,52,2812,18789,39421,12077,73.42,North America Office
329,8/19/2018 06:19:25,diesel,37,45,76,3/8/2016,8/29/2011,16,4/22/2003 22:28:55,60,27,varchar(255),5,25,62,varchar(255),four-wheel drive,16,55,85,34,23,38,9033,3128,6421,7177,64.52,SEA Regional Office
330,11/15/2004 12:22:38,electric,38,34,100,6/16/2006,3/16/2015,89,4/9/2018 05:37:26,33,24,varchar(255),13,89,19,varchar(255),all-wheel drive,47,18,90,3,83,45,14634,11096,9627,11409,61.66,North America Office
331,3/10/2018 14:25:37,hybrid,40,97,78,11/4/2019,7/16/2007,90,9/30/2010 11:42:07,30,8,varchar(255),3,74,3,varchar(255),all-wheel drive,86,62,67,47,51,25,28302,8809,32805,5764,11.01,SEA Regional Office
332,4/8/2007 13:12:47,diesel,60,89,12,6/21/2010,10/31/2011,92,1/15/2020 18:45:29,87,58,varchar(255),3,74,27,varchar(255),rear-wheel drive,75,67,64,52,37,84,27576,18404,74705,13711,54.79,Europe Regional
333,1/31/2013 03:10:42,hybrid,63,86,32,5/13/2009,7/27/2002,42,3/1/2023 09:36:10,6,88,varchar(255),12,82,53,varchar(255),all-wheel drive,59,59,67,65,51,99,8004,17301,46416,5091,71.83,Europe Regional
334,2/15/2007 09:41:16,electric,75,36,95,5/12/2013,10/2/2010,93,11/30/2017 02:41:39,17,80,varchar(255),5,32,91,varchar(255),all-wheel drive,55,73,100,78,58,75,6981,12076,34510,93,20.75,North America Office
335,8/2/2017 17:47:10,electric,30,63,63,3/26/2006,1/26/2014,92,4/12/2002 04:32:16,81,52,varchar(255),5,13,80,varchar(255),front-wheel drive,63,48,82,44,13,39,85120,6436,28629,17567,32.86,GHG Emission
336,5/28/2014 19:19:11,gasoline,47,32,16,10/22/2019,1/15/2013,30,8/3/2014 03:38:26,59,72,varchar(255),8,91,70,varchar(255),front-wheel drive,71,17,26,33,66,89,96438,12355,45498,1221,91.51,GHG Emission
337,11/13/2020 21:27:16,gasoline,43,94,64,5/22/2013,4/17/2010,95,1/7/2006 16:27:19,22,57,varchar(255),8,26,54,varchar(255),rear-wheel drive,82,89,91,40,46,62,87377,9443,45519,5257,36.71,Asia Regional Office
338,4/6/2008 09:47:22,hybrid,83,7,44,9/23/2008,4/19/2012,51,11/1/2022 13:36:49,39,44,varchar(255),3,86,10,varchar(255),front-wheel drive,41,96,83,45,32,70,72519,2082,6150,3998,94.05,GHG Emission
339,3/14/2020 12:15:02,gasoline,86,51,36,9/13/2005,10/15/2020,83,10/17/2003 18:17:47,70,10,varchar(255),8,83,6,varchar(255),four-wheel drive,58,53,87,38,91,67,13637,5618,22956,13990,52.99,GHG Emission
340,7/25/2011 13:29:50,gasoline,100,59,36,11/27/2001,2/19/2007,77,4/22/2013 02:23:41,47,98,varchar(255),2,91,57,varchar(255),four-wheel drive,49,86,46,66,71,79,19847,19668,74124,7265,54.14,GHG Emission
341,5/19/2014 18:30:11,electric,11,42,27,11/8/2009,8/16/2010,94,2/27/2004 14:25:55,38,76,varchar(255),5,6,12,varchar(255),all-wheel drive,62,33,69,52,11,11,95614,8881,14332,4405,29.74,North America Office
342,12/16/2017 06:00:04,hybrid,50,76,63,3/12/2000,10/2/2002,1,6/12/2021 09:07:51,47,3,varchar(255),4,96,78,varchar(255),front-wheel drive,99,40,56,48,44,100,81182,13181,14581,19526,12.37,GHG Emission
343,8/6/2017 01:48:05,hybrid,96,24,48,8/30/2012,7/31/2010,14,5/18/2011 11:13:51,74,33,varchar(255),5,39,94,varchar(255),all-wheel drive,12,79,62,54,71,54,51400,13760,20127,9922,78.82,North America Office
344,8/22/2012 19:41:07,gasoline,12,20,65,4/8/2002,12/10/2003,88,1/9/2010 23:20:07,84,35,varchar(255),15,46,92,varchar(255),all-wheel drive,66,42,3,89,28,14,28077,11166,69089,19162,36.31,Asia Regional Office
345,4/9/2022 22:14:38,electric,50,99,4,1/11/2015,10/27/2007,64,4/9/2003 07:44:18,3,40,varchar(255),15,54,23,varchar(255),four-wheel drive,57,85,58,27,18,33,3429,19120,34204,9264,69.29,SEA Regional Office
346,8/5/2000 16:38:38,gasoline,53,13,18,1/3/2010,8/12/2008,45,10/17/2021 08:45:48,64,63,varchar(255),9,35,50,varchar(255),rear-wheel drive,38,26,77,6,42,5,54949,10319,9107,9756,12.47,GHG Emission
347,5/19/2014 17:07:41,electric,91,97,14,7/3/2005,11/9/2021,69,6/17/2006 17:13:42,93,18,varchar(255),7,98,53,varchar(255),four-wheel drive,28,24,72,28,1,80,56114,5863,11588,18341,66.96,GHG Emission
348,6/12/2001 17:05:25,electric,41,40,6,10/30/2018,12/7/2014,40,12/3/2010 22:20:18,65,16,varchar(255),15,80,87,varchar(255),all-wheel drive,26,63,97,66,14,99,89927,19949,28277,14277,40.18,SEA Regional Office
349,4/21/2006 19:02:57,diesel,32,56,42,6/30/2004,4/23/2004,19,10/21/2000 11:15:53,40,2,varchar(255),11,50,12,varchar(255),front-wheel drive,95,8,60,74,19,50,88694,19057,85130,7548,13.75,North America Office
350,4/8/2022 08:47:24,gasoline,95,39,13,3/2/2019,3/21/2016,82,9/28/2000 21:40:00,36,91,varchar(255),6,38,20,varchar(255),all-wheel drive,4,81,54,90,8,44,14339,986,49518,5540,79.22,North America Office
351,5/30/2005 01:36:43,diesel,38,46,43,12/12/2012,10/14/2014,66,8/4/2008 15:33:50,20,7,varchar(255),5,38,43,varchar(255),all-wheel drive,30,50,89,92,53,84,53971,12552,95888,10466,21.08,GHG Emission
352,9/18/2022 23:41:19,electric,57,22,27,12/23/2017,8/15/2001,15,9/9/2006 13:44:51,4,100,varchar(255),13,4,21,varchar(255),front-wheel drive,57,54,51,89,71,36,20530,8934,21722,13435,98.46,GHG Emission
353,12/19/2007 15:16:39,electric,93,42,59,7/26/2018,1/21/2010,13,3/26/2012 20:17:59,79,26,varchar(255),15,88,44,varchar(255),front-wheel drive,59,68,96,26,33,27,96616,3208,84489,6463,82.17,North America Office
354,7/1/2011 20:21:54,diesel,92,76,100,5/19/2010,3/17/2008,85,12/23/2009 00:47:41,67,14,varchar(255),1,4,32,varchar(255),all-wheel drive,47,24,85,80,17,96,43822,16250,34737,17456,55.43,GHG Emission
355,11/4/2012 15:27:43,hybrid,22,13,72,12/20/2018,4/3/2011,15,9/8/2007 10:04:02,18,48,varchar(255),8,79,58,varchar(255),all-wheel drive,33,61,82,9,27,55,56780,12928,42632,1005,28.37,SEA Regional Office
356,11/4/2008 09:02:50,electric,95,26,60,10/12/2015,2/10/2007,20,11/7/2007 23:14:18,75,83,varchar(255),10,57,60,varchar(255),four-wheel drive,97,22,74,20,42,70,55910,16004,30069,5072,73.12,Asia Regional Office
357,9/10/2005 03:46:41,electric,73,25,42,8/4/2017,5/8/2008,2,9/8/2005 22:47:10,87,97,varchar(255),15,76,5,varchar(255),all-wheel drive,14,44,94,92,39,63,85256,2227,79272,13313,59.67,GHG Emission
358,9/12/2018 10:04:50,diesel,76,89,85,7/21/2009,6/8/2001,84,5/30/2018 12:25:43,76,68,varchar(255),11,21,28,varchar(255),four-wheel drive,5,59,14,90,40,28,64273,9025,42591,345,74.92,SEA Regional Office
359,10/13/2019 07:13:48,gasoline,19,75,52,4/25/2004,3/9/2013,36,7/28/2009 15:28:00,32,11,varchar(255),5,26,41,varchar(255),front-wheel drive,29,18,78,6,72,93,47341,3476,9501,14896,19.0,North America Office
360,2/16/2013 13:42:26,electric,70,88,92,8/30/2012,1/12/2022,20,6/26/2013 19:50:36,52,24,varchar(255),5,35,83,varchar(255),front-wheel drive,89,6,97,8,20,41,63707,14774,40567,4923,99.06,GHG Emission
361,9/26/2016 00:34:11,gasoline,89,27,60,5/29/2017,10/9/2007,13,10/8/2009 00:40:53,26,23,varchar(255),6,6,7,varchar(255),all-wheel drive,91,84,29,93,59,85,93807,9842,69838,18642,9.51,North America Office
362,10/30/2000 14:39:56,electric,53,15,50,11/21/2011,7/12/2002,52,8/22/2008 07:51:17,3,58,varchar(255),3,8,79,varchar(255),front-wheel drive,38,57,93,9,53,97,5734,16825,46449,5128,40.83,Europe Regional
363,2/21/2017 21:03:26,gasoline,7,5,62,5/26/2017,10/25/2008,39,6/15/2001 22:03:54,82,76,varchar(255),4,90,66,varchar(255),four-wheel drive,76,91,46,23,43,6,34277,297,9574,10205,74.57,Europe Regional
364,3/11/2012 10:24:27,hybrid,76,32,8,6/10/2018,7/26/2011,89,5/23/2005 16:46:01,81,79,varchar(255),9,83,64,varchar(255),front-wheel drive,15,11,19,77,8,5,47183,6769,87540,7918,42.03,North America Office
365,6/30/2020 22:04:55,diesel,32,33,43,9/24/2005,3/16/2008,69,7/13/2011 16:25:21,50,68,varchar(255),3,56,30,varchar(255),four-wheel drive,76,5,33,67,23,75,97343,15895,55394,13700,61.47,North America Office
366,3/23/2005 12:10:16,electric,86,5,85,12/31/2018,1/13/2018,44,7/25/2022 19:44:47,27,55,varchar(255),10,1,5,varchar(255),rear-wheel drive,23,61,75,84,86,79,97806,10640,74469,6234,89.38,GHG Emission
367,9/7/2017 19:26:58,diesel,54,26,69,9/29/2019,8/13/2021,41,7/20/2009 00:17:52,32,77,varchar(255),12,34,11,varchar(255),all-wheel drive,83,97,9,33,79,21,43869,10477,57904,4580,61.82,North America Office
368,11/17/2020 14:28:53,electric,98,27,64,12/1/2017,2/27/2003,39,6/18/2015 20:40:14,52,90,varchar(255),3,93,84,varchar(255),all-wheel drive,24,2,57,98,40,3,78686,5582,82681,3982,23.06,Europe Regional
369,7/4/2000 11:12:58,diesel,96,38,96,2/2/2013,9/18/2007,45,6/3/2010 00:45:10,70,100,varchar(255),6,97,27,varchar(255),front-wheel drive,71,4,43,80,76,43,42949,6090,54811,17626,78.88,Asia Regional Office
370,8/19/2002 07:30:32,gasoline,69,17,68,8/8/2011,2/4/2017,56,10/1/2020 21:50:01,46,42,varchar(255),3,83,87,varchar(255),all-wheel drive,31,12,34,92,26,21,91649,10276,51769,12121,42.4,Europe Regional
371,2/15/2013 06:02:08,diesel,8,90,31,9/13/2013,8/15/2002,17,1/17/2020 09:12:04,23,4,varchar(255),10,57,15,varchar(255),four-wheel drive,95,80,38,83,34,17,73754,7154,95575,11485,25.37,Asia Regional Office
